uint16_t tree_tall_yellow[120][52] = {
  {0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45865.0,45865.0,45865.0,45865.0,45865.0,46122.0,46122.0,46122.0,46122.0,48203.0,48235.0,48235.0,48235.0,48235.0,48235.0,48235.0,48235.0,48235.0,48235.0,52491.0,52491.0,52491.0,52491.0,48267.0,43946.0,43946.0,43946.0,43946.0,43850.0,43850.0,43850.0,43850.0,43850.0,39688.0,39688.0,39688.0,39688.0,43690.0,0.0,0.0,0.0,0.0,0.0},
  {0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45865.0,45865.0,45865.0,45865.0,45865.0,46122.0,46122.0,46122.0,46122.0,48203.0,48235.0,48235.0,48235.0,48235.0,48235.0,48235.0,48235.0,48235.0,48235.0,52491.0,52491.0,52491.0,52491.0,48267.0,43946.0,43946.0,43946.0,43946.0,43850.0,43850.0,43850.0,43850.0,43850.0,39688.0,39688.0,39688.0,39688.0,43690.0,0.0,0.0,0.0,0.0,0.0},
  {0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45865.0,45865.0,45865.0,45865.0,45865.0,46122.0,46122.0,46122.0,46122.0,48203.0,48235.0,48235.0,48235.0,48235.0,48235.0,48235.0,48235.0,48235.0,48235.0,52491.0,52491.0,52491.0,52491.0,48267.0,43946.0,43946.0,43946.0,43946.0,43850.0,43850.0,43850.0,43850.0,43850.0,39688.0,39688.0,39688.0,39688.0,43690.0,0.0,0.0,0.0,0.0,0.0},
  {0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45865.0,45865.0,45865.0,45865.0,45865.0,46122.0,46122.0,46122.0,46122.0,48203.0,48235.0,48235.0,48235.0,48235.0,48235.0,48235.0,48235.0,48235.0,48235.0,52491.0,52491.0,52491.0,52491.0,48267.0,43946.0,43946.0,43946.0,43946.0,43850.0,43850.0,43850.0,43850.0,43850.0,39688.0,39688.0,39688.0,39688.0,43690.0,0.0,0.0,0.0,0.0,0.0},
  {0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47848.0,43848.0,43848.0,43848.0,43848.0,48170.0,48170.0,48170.0,48170.0,48203.0,48235.0,48235.0,48235.0,48235.0,50315.0,50315.0,50315.0,50315.0,50315.0,52491.0,52491.0,52491.0,52491.0,50315.0,44043.0,44043.0,44043.0,44043.0,48042.0,48042.0,48042.0,48042.0,48042.0,45865.0,45865.0,45865.0,45865.0,33288.0,0.0,0.0,0.0,0.0,0.0},
  {0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41768.0,41768.0,41768.0,41768.0,41768.0,56876.0,56876.0,56876.0,56876.0,54796.0,54733.0,54733.0,54733.0,54733.0,54700.0,54700.0,54700.0,54700.0,54700.0,52491.0,52491.0,52491.0,52491.0,50411.0,50347.0,50347.0,50347.0,50347.0,50347.0,50347.0,50347.0,50347.0,50347.0,50379.0,50379.0,50379.0,50379.0,48268.0,43690.0,43690.0,43690.0,43690.0,0.0},
  {0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41768.0,41768.0,41768.0,41768.0,41768.0,56876.0,56876.0,56876.0,56876.0,54796.0,54733.0,54733.0,54733.0,54733.0,54700.0,54700.0,54700.0,54700.0,54700.0,52491.0,52491.0,52491.0,52491.0,50411.0,50347.0,50347.0,50347.0,50347.0,50347.0,50347.0,50347.0,50347.0,50347.0,50379.0,50379.0,50379.0,50379.0,48268.0,43690.0,43690.0,43690.0,43690.0,0.0},
  {0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41768.0,41768.0,41768.0,41768.0,41768.0,56876.0,56876.0,56876.0,56876.0,54796.0,54733.0,54733.0,54733.0,54733.0,54700.0,54700.0,54700.0,54700.0,54700.0,52491.0,52491.0,52491.0,52491.0,50411.0,50347.0,50347.0,50347.0,50347.0,50347.0,50347.0,50347.0,50347.0,50347.0,50379.0,50379.0,50379.0,50379.0,48268.0,43690.0,43690.0,43690.0,43690.0,0.0},
  {0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41768.0,41768.0,41768.0,41768.0,41768.0,56876.0,56876.0,56876.0,56876.0,54796.0,54733.0,54733.0,54733.0,54733.0,54700.0,54700.0,54700.0,54700.0,54700.0,52491.0,52491.0,52491.0,52491.0,50411.0,50347.0,50347.0,50347.0,50347.0,50347.0,50347.0,50347.0,50347.0,50347.0,50379.0,50379.0,50379.0,50379.0,48268.0,43690.0,43690.0,43690.0,43690.0,0.0},
  {65535.0,65535.0,65535.0,65535.0,45929.0,43850.0,43850.0,43850.0,43850.0,48202.0,48203.0,48203.0,48203.0,48203.0,54700.0,54700.0,54700.0,54700.0,54700.0,52620.0,52620.0,52620.0,52620.0,52620.0,52620.0,52620.0,52620.0,52620.0,50411.0,50411.0,50411.0,50411.0,50443.0,52556.0,52556.0,52556.0,52556.0,52556.0,52556.0,52556.0,52556.0,52556.0,48203.0,48203.0,48203.0,48203.0,46090.0,45962.0,45962.0,45962.0,45962.0,0.0},
